id_film,id_section,id_section2,id_section3,"title","title_es","title_en","title_orig",id_country1,id_country2,id_country3,id_country4,year,"plot","synopsis_es","synopsis_en","tagline","duration","color",id_filmcolor,id_filmformat,"director",id_director1,id_director2,id_director3,id_director4,id_director5,id_director6,id_director7,id_director8,id_director9,id_director10,id_director11,id_director12,id_director13,id_director14,"id_genres_list","cast","prodteam",published,"contact_title","contact_person","contact_address1","contact_address2","contact_zipcode","contact_city","contact_state",contact_id_country,"contact_email1","contact_email2","contact_website","contact_phone1","contact_phone2","contact_fax","contact_info","id_youtube","url_ticket","filepic1","filepic2","filepic3","filepic4","filepic5","filepic_logo","created_ts","updated_ts",id_event1,id_event2,id_event3,id_event4,"duration_sec","tags"
445,12,NULL,NULL,"A","A","","A",13,0,0,0,2012,"","Dos mujeres se reencuentran luego de más de veinte años, desde que compartieran el colegio armenio. Las historias de Ana Arzoumanian y Adriana Kalaidjian tomaron rumbos distintos, y hoy vuelven a cruzarse cuando emprenden juntas un diálogo que no sólo estructurará la película, sino que recorrerá sus vidas y los hechos familiares e históricos que las rodearon y marcaron: el genocidio armenio, la identidad, la dictadura militar, sus relaciones con los otros. Quien crea que no es posible realizar una obra cinematográfica y potente en base al diálogo entre dos personas, deberá ver este film y sorprenderse con el resultado. Atrapante y reveladora, la clave personal de la película se vuelve universal en el cuerpo y las palabras de estas dos mujeres. Armenia y Argentina. La Triple A y Ararat. Ana y Adriana. En una sola letra se esconden numerosos significados, y en una sola película la historia de dos vidas y de dos países.
","Two women who went to school together in Armenia reunite after more than twenty years. The lives of Ana Arzoumanian and Adriana Kalaidjian followed different paths, and now the cross again when they start a dialogue that will structure the film and also go through their lives and the family and historical events that surrounded and marked them: Armenian genocide, their identity, the military dictatorship, their relations with others. If you think it’s not possible to make a powerful cinematographic piece based on two people talking, you should see this film and be surprised by the result. Gripping and revealing, the film’s personal tone becomes universal in the bodies and words of these two women. Armenia and Argentina. The Triple A and Ararat. Ana and Adriana. One single letter hides several meanings, and one single film does the same with the stories of two lives and two countries. 
","","118",NULL,1,4,NULL,441,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Intérpretes / Cast: Ana Arzoumanian, Adriana Kalaidjian, Carolyn Kaprielian
","Guión / Scriptwriter: Ignacio Dimattia
Fotografía / Cinematography: Fabio Bastias 
Edición / Editing: Ignacio Dimattia
Producción / Producer: Ignacio Dimattia
Compañía Productora / Production Company: Emulsión Media Arts
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","","https://www.tuentrada.com/bafici/online/searchresults.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=bafici20120008","a_1.jpg",NULL,NULL,NULL,NULL,NULL,"2012-03-13 13:46:52","2012-03-26 20:05:47",0,0,0,0,"",NULL
446,12,NULL,NULL,"Accidentes gloriosos","Accidentes gloriosos","Glorious Accidents","Accidentes gloriosos",13,207,0,0,2011,"","En Iraqi Short Films lo que le interesaba a Andrizzi era el efecto paradójico que producían esas imágenes capturadas del anonimato de la web en relación con textos que las enmarcaban o discutían. Cuando hizo En el futuro, con esas personas contando sus experiencias, lo que prevalecía era la idea de presencia/ausencia. Esta vez, en Accidentes gloriosos –realizada junto a Marcus Lindeen–, los relatos trabajan literalmente sobre la ausencia de personajes, concentrados en la recuperación de la idea de texto sonoro. Ese texto sonoro –que es sonido y es palabra, literario y vulgar, coloquial y presuntuoso– va produciendo una materia que completa la escena, “las escenas”. Pero como en sus trabajos anteriores, en Accidentes... se hace evidente que Andrizzi trabaja por acumulación y pone al espectador en la tarea de completar “lo que falta”, a partir de esta sucesión de escenas guiadas por la idea de variación sobre la muerte y sobre el deseo, a partir de los “accidentes” que cambian el curso de las vidas... y de las historias que el cine nos cuenta.  ","In Iraqi Short Films Andrizzi was interested in the paradoxical effect produced by those images captured from the Internet’s anonymity when linked to the texts that framed or discuss them. When he did En el futuro, featuring people talking about their experiences, the idea of presence/absence prevailed. This time, in Accidentes gloriosos –made together with Marcus Lindeen– the stories work literally on the absence of characters, and focus on recovering the notion of a sounding text. That sounding text –which is sound and words, literary and vulgar, colloquial and presumptuous– produces a matter that completes the scene, “the scenes”. But just as in his previous work, in Accidentes… it becomes clear that Andrizzi works by accumulation and leads the audience to complete “what’s missing” through this series of scenes guided by the idea of variation on death and desire, the “accidents” that change the course of our lives…and the stories cinema tells us. ","","58",NULL,2,5,NULL,442,443,0,0,0,0,0,0,0,0,0,0,0,0,"","Intérpretes / Cast: Cristina Banegas, Lorena Damonte, Alberto Suárez, Ignacio Catoggio, Lili Popovich","Dirección / Director: Mauro Andrizzi, Marcus Lindeen    
Guión / Scriptwriter: Mauro Andrizzi, Marcus Lindeen
Fotografía / Cinematography: Emiliano Cativa 
Edición / Editing: Francisco Vázquez Murillo
Producción / Producer: Tine Fischer, Iván Granovsky
Compañía Productora / Production Company: Mono Films, CPH:Dox
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","Stb8JctGeDk","https://www.tuentrada.com/bafici/online/searchresults.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=bafici20120017","accidentes_gloriosos_1.jpg",NULL,NULL,NULL,NULL,NULL,"2012-03-13 13:57:06","2012-03-26 20:18:10",0,0,0,0,"",NULL
447,12,NULL,NULL,"Alps","Alpes","Alps","Alpeis",90,0,0,0,2011,"","Yorgos Lanthimos es un nombre clave del nuevo cine griego. De hecho, Alps, su nuevo film sube la apuesta del absurdo que ya se veía en su anterior Dogtooth y vuelve a convertirse en un corte quirúrgico (aunque con pulso deadpan) en la castigada epidermis de la sociedad griega. Los Alps que dan título a la película son un grupo de cuatro nada fantásticos personajes –un paramédico, una enfermera, una gimnasta y su entrenador– que deciden ofrecer un extraño servicio: acercarse a gente que haya perdido a un ser querido y ofrecerles hacerse pasar por los ausentes. Así es como el grupo –que no habla de sus “suplencias” con nadie que no sea un Alp– muta, al ser contratado, en hijas, maridos, novias o padres. El juego de rol extremo es la forma de Lanthimos de crear nuevamente una serie de relaciones enfermizas, donde se achicharran no sólo las dinámicas sociales de Grecia sino también la incapacidad humana para poder aceptar algo tan natural como la muerte.","Yorgos Lanthimos is a crucial name in new Greek cinema. As a matter of fact, Alps, his new film, raises the absurd vision we could already see in his previous Dogtooth, and becomes again a surgical insight (cut with a deadpan pulse) into the punished skin of Greek society. The Alps that name this film are a group of unextraordinary characters –a paramedic, a nurse, a gymnast and her trainer– who decide to provide a strange service:  they approach people who have lost a dear one and offer to portray them. The group won’t talk about the “replacements” they are enacting with anyone who is not an Alp, and they mutate as they get hired to be daughters, husbands, girlfriends, or parents. This extreme role playing is Lanthimos’ way of creating –once again– a series of disturbing relationships that burns out Greek social dynamics, but also the human need to deny something as natural as death.","","93",NULL,1,2,NULL,444,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Intérpretes / Cast: Aggeliki Papoulia, Aris Servetalis, Johnny Vekris, Arianne Labed","Guión / Scriptwriter: Yorgos Lanthimos, Efthimis Filippou
Fotografía / Cinematography: Christos Voudouris 
Edición / Editing: Yorgos Mavropsaridis
Producción / Producer: Yorgos Lanthimos, Athina Rachel Tsangari
Compañía Productora / Production Company: Haos Film",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","s4q9VS4Dj_Y&feature=youtu.be","https://www.tuentrada.com/bafici/online/searchresults.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=bafici20120432","alpeis_1.jpg",NULL,NULL,NULL,NULL,NULL,"2012-03-13 14:06:03","2012-03-27 21:36:23",0,0,0,0,"",NULL
448,12,NULL,NULL,"Beauty","Belleza","Beauty","Schönheit",4,0,0,0,2012,"","A lo largo de Beauty, los testimonios de diversas personas se suceden frente a cámara. El hecho de que en algún momento se hayan sometido a alguna cirugía para mejorar su aspecto es lo que mantiene unidos a todos aquellos que prestan aquí su voz y, claro, su cuerpo como terreno empírico. Detrás de cada bisturí hay una historia y no todas son iguales. Las razones que los motivan son diversas y, contado en primera persona, aparece el deseo de cada uno de ellos, la razón por la cual buscan modificar su cuerpo. Así, los relatos de los procedimientos quirúrgicos –que van desde un médico que se inyecta a sí mismo para evitar marcas en la frente hasta una mujer que dirige un grupo en el cual mujeres operadas asisten a aquellas que desean operarse– entrelazan el tema central de este film sobre la búsqueda de la belleza. A su vez, la barrera que separa el tratamiento médico del fanatismo estético, la necesidad de ser bello y el deseo de aprobación, aparecen como temas paralelos que, a través de cada uno de los protagonistas, son posibles de recorrer y de repensar.
","Testimonies from all kinds of people are placed in front of the camera all throughout Beauty. All the people here are linked by the fact that they all went through some surgical procedure in order to improve their looks, and they all lend not just their voice but their bodies as an empiric work field. There’s a story behind every scalpel, and they’re all different. The reasons are diverse, and the first person narration reveals each one’s desire and reasons for modifying their body. And so, the stories of surgical procedures –from a doctor injecting himself something to erase forehead marks to a women who leads a group of operated women who assist those willing to have surgery– intertwine the central topic of this film about the quest for beauty. At the same time, the film offers to go through and rethink some other parallel issues, like the barrier separating medical treatment from aesthetic fanaticism, the need to be pretty, and the desire of approval. ","","90",NULL,1,2,NULL,445,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","Guión / Scriptwriter: Carolin Schmitz
Fotografía / Cinematography: Hajo Schomerus 
Edición / Editing: Stefan Oliveira-Pita
Producción / Producer: Titus Kreyenberg
Compañía Productora / Production Company: Unafilm",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","zZEiUYkACAo&feature=youtu.be","https://www.tuentrada.com/bafici/online/searchresults.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=bafici20120041","schonheit_1.jpg",NULL,NULL,NULL,NULL,NULL,"2012-03-13 14:09:13","2012-03-26 20:48:08",0,0,0,0,"",NULL
449,12,NULL,NULL,"Boxeo Constitución","Boxeo Constitución","","Boxeo Constitución",13,0,0,0,2011,"","Un lugar y una actividad con más características en común de lo que uno podría percibir en una primera instancia. Dos espacios donde los sueños se ponen en juego y las promesas de un futuro mejor, en otro lado, lejos, cobran fuerza. Un mundo que los abarca, un mundo con sus fieras (la “Tigresa”, la “Hiena”), sus palacios (el Luna Park) y el trabajo cotidiano y constante, la “pelea diaria de la vida” que deben enfrentar para sobrevivir. Dos lugares también se ponen en juego, Buenos Aires con su realidad dura e implacable vista desde la mirada precisa y curiosa de un austríaco. Al ritmo de la música de El Remolón, sudor y piñas como pocas veces se ven en el cine argentino. Weingartner se mete, con su ópera prima, en este mundo en las mismas condiciones que sus protagonistas: un grupo de jóvenes con poca experiencia pero con la garra y el ímpetu necesarios para lograr el triunfo y sobresalir por encima del resto. ","A place and an activity with more in common than what you’re able to see at first. Two spaces where dreams and promises of a better future –in another place far away– gain strength. A world that encircles them, with beasts (the “Tigress”, the “Hiena”), palaces (the Luna Park) and everyday’s constant work: “life’s daily fight” that must be faced in order to survive. The film also connects two places: Buenos Aires with its harsh and relentless reality is seen through the thorough and curious eye of an Austrian man. With the sound of El Remolón’s music and dealing with an amount of sweat and punches we rarely see in Argentina cinema, Weingartner’s first film deals with this world in the same conditions as its protagonists: a group of young people with little experience but the necessary fighting spirit and momentum to win and excel over the rest.","","80",NULL,1,5,NULL,448,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","Guión / Scriptwriter: Jakob Weingartner
Fotografía / Cinematography: Antonio Schade, Andrés Riva 
Edición / Editing: Bernd Euscher
Producción / Producer: Jakob Weingartner
Compañía Productora / Production Company: Caminante Film",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","K0x9YvOpCWY","https://www.tuentrada.com/bafici/online/searchresults.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=bafici20120054","boxeo_constitucion_1.jpg",NULL,NULL,NULL,NULL,NULL,"2012-03-13 14:16:47","2012-04-10 16:30:34",2042,0,0,0,"",NULL
450,12,NULL,NULL,"Caprichosos de San Telmo","Caprichosos de San Telmo","","Caprichosos de San Telmo",13,42,0,0,2011,"","Está por llegar el carnaval y la murga se prepara. Galeras, trajes, guantes y miles de figuras hechas con lentejuelas se ponen a punto mientras se perfecciona el baile y los toques del bombo. A través de los testimonios de diferentes integrantes, la cámara se mete en los preparativos, entre las bambalinas de los corsos de febrero. Pichi, fundador y director apasionado, trabaja como taxista y en su recorrido cuenta los orígenes del baile y algo de la historia de las calles que transita. Mientras tanto, otros integrantes relatan cómo se alejan de los problemas cotidianos al momento de ponerse la levita. Hay quienes llegan porque sus hermanos o padres los llevaron, otros se sumaron buscando un lugar para divertirse y están también los que se dejaron atrapar por el sonido de los bombos mientras paseaban por el barrio. Todos y cada uno de los Caprichosos de San Telmo llegaron ahí de alguna manera más o menos casual y hoy, para muchos de ellos, ésa es su familia, su grupo de pertenencia, su equipo.","Carnival is coming, and the murga gets prepared. Hats, suits, gloves, and thousands of figures made with sequins are being ready while dance moves and drum rolls are perfected. Through the testimonies of different members, the camera gets into the preparations, the backstage of the February carnival parade teams. The group’s passionate director and founder Pichi works as a cab-driver and talks about the origin of that dance and a bit of history of the streets he’s driving through. Meanwhile, other members explain how they clear away from their everyday problems when they suit up. There are those who get to do that because they were brought in by their brothers, or parents; others joined in search of a place to have fun; and there are also the ones who were just passing through the neighborhood and got caught up by the sound of the drums. Each and every one of the San Telmo Caprichosos got there for more or less casual reasons, and today many of them see it as their family, their community, their team.","","72",NULL,1,5,NULL,457,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Intérpretes / Cast: Héctor Roterio (Pichi), Graciela Macier, Sergio Pasquini, Matías ","Guión / Scriptwriter: Alison Murray
Fotografía / Cinematography: Alison Murray 
Edición / Editing: Roland Schlimme
Producción / Producer: Kathleen Smith
Compañía Productora / Production Company: Hellhound Productions
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","a5IZ3EWcP8o","https://www.tuentrada.com/bafici/online/searchresults.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=bafici20120064","caprichosos_de_san_telmo_1.jpg",NULL,NULL,NULL,NULL,NULL,"2012-03-13 14:21:06","2012-03-26 21:16:11",0,0,0,0,"",NULL
451,12,NULL,NULL,"Corta","Corta","","Corta",52,13,82,0,2012,"","La repetición forma parte de la esencia del cine: la constante reiteración de fotograma tras fotograma es la que hace posible esa ilusión de movimiento. Por eso no resulta arbitrario que para su segundo film Felipe Guerrero haya elegido rodar en 16mm, un soporte en vías de extinción, al igual que la tarea que registra. En este último caso la repetición es sólo aparente: a lo largo de una serie de rollos, el registro de un grupo de trabajadores en una cosecha de caña de azúcar en la selva colombiana adquiere con cada capa de imágenes, con cada nuevo inicio, dimensiones extraordinarias. Cine estructuralista en su mejor forma, aquel que, como definía P. Adams Sitney, “resalta su configuración formal y cualquier contenido narrativo es mínimo y subsidiario a su estructura”. En este caso, descansando buena parte de la narración en una precisa banda de sonido. Corta demuestra que con esas armas y cruzando a Leon Hirszman con Sharon Lockhart, y a ésta con Sísifo, es posible lograr emociones sinceras y atrapar al espectador en una dulce hipnosis cinematográfica.","Repetition is in the essence of cinema: the constant reiteration of frame after frame is what makes the illusion of movement possible. That is why it doesn’t seem arbitrary for Felipe Guerrero to chose to make his second film in 16mm, a format as endangered as the trade he documents. But now repetition is only an appearance: throughout a series of rolls, the documentation of a group of sugarcane workers in the Colombian jungle gains extraordinary dimensions with every layer of images and every new beginning. It’s structural film in its best shape, the one that according to P. Adams Sitney “brings out its formal configuration, and any narrative content is both minimal and a subsidiary of its structure”. In this case, this is accomplished by basing a great deal of the narration on a precise soundtrack. Corta shows that with these tools –and crossing Leon Hirszman with Sharon Lockhar (and her with Sisyphus)–, it is possible to draw sincere emotions and trap the viewers in a sweet cinematographic hypnosis. ","","69",NULL,1,8,NULL,464,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Intérpretes / Cast: Darío Aguilar, Manuel Murillo, 
Orobio Sinisterra","Guión / Scriptwriter: Felipe Guerrero
Fotografía / Cinematography: Andrés Pineda 
Diseño de sonido /S ound Design: Roberta Ainstein, Lena Esquenazi
Producción / Producer: Felipe Guerrero, Gema Juárez Allen, 
Antoine Segovia
Compañía Productora / Production Company: Mutokino, Gema Films, Atopic

",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","NUXEqYOfKCE&feature=youtu.be","https://www.tuentrada.com/bafici/online/searchresults.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=bafici20120091","corta_1.jpg",NULL,NULL,NULL,NULL,"4f68b9f207780_logo.jpg","2012-03-13 14:25:50","2012-03-26 21:33:37",0,0,0,0,"",NULL
452,12,NULL,NULL,"Country Story","Historia campestre","","Country Story",75,0,0,0,2011,"","Jason todavía vive con su madre. Es verano, y esta película encantadora transcurre en un pueblito de Estados Unidos. Jason holgazanea con placer, se cuelga con sus amigos. Hay algunas tensiones que cortan las módicas aventuras de vivir relajado, pero no del todo. Jason y sus amigos van a visitar a otro amigo que vive en el bosque. No son “jóvenes aturdidos”; son lúcidos, curiosos, y en sus diálogos y en sus pausas hay buenas chispas, buenos microrrelatos, algunos grandes chistes. Vida slacker, un poco de skate, camaradería, relación madre-hijo, amistad-noviazgo, trabajo, temas que fluyen con naturalidad en una historia de maduración de especial tersura, a la que ayuda la música de Keegan DeWitt. Con ultra independencia, el director (y productor y editor y camarógrafo) Ian Clark cuenta lo suyo con lirismo y brevedad, y con unos encuadres que saben bien lo que muestran, ya sea un cielo, una calle, un paisaje o gente conversando. Una historia bien particular de pueblo chico y –por eso mismo– bien universal.","Jason still lives with his mother. It’s summer, and this lovely film takes place in a small town in the US. Jason loafs around with pleasure and hangs out with his friends. There are some tensions that interrupt the small adventures of his relaxed life, but not entirely. Jason and his friends visit another friend who lives out in the forest. They’re not “dazed young men”, they’re lucid, curious, and there are nice sparks, good micro-stories, and some great jokes in their conversations and pauses. Slacker life, skating, comradeship, mother/son and friendship/relationship bonds, work: in this particularly smooth coming-of-age story these are all topics that flow naturally with the help of Keegan DeWitt’s music. An ultra-independent director-producer-editor-camera man, Ian Clark tells his story with lyricism, brevity, and framings that are truly aware of what they’re showing, whether it’s the sky, a street, a landscape, or people having a conversation. A very particular small-town tale, and –therefore– a truly universal one.","","64",NULL,1,1,NULL,472,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Intérpretes / Cast: Chris Lambert, Austin Will, Erik Jensen, Audrey Kovár, Dusty Decker","Guión / Scriptwriter: Ian Clark
Fotografía / Cinematography: Ian Clark 
Edición / Editing: Ian Clark
Producción / Producer: Ian Clark
Compañía Productora / Production Company: INC Productions",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","zjZscTfcFhc","https://www.tuentrada.com/bafici/online/searchresults.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=bafici20120092","country_story_1.jpg",NULL,NULL,NULL,NULL,NULL,"2012-03-13 14:33:37","2012-03-26 21:34:24",0,0,0,0,"",NULL
453,12,NULL,NULL,"Crulic - The Path to Beyond","Crulic - El camino al más allá","Crulic - The Path to Beyond","Crulic - Drumul spre dincolo",183,176,0,0,2011,"","El 11 de julio de 2007 alguien robó la billetera de un juez polaco y gastó unos 500 euros con sus tarjetas de crédito. Dos meses después, la policía detuvo a Claudiu Crulic, un rumano de 33 años que viajaba frecuentemente a Polonia a comprar mercadería para revender en su país. Crulic alegó (y demostró) que el día del robo había estado en Italia; las autoridades prefirieron creer que un par de viejos arrestos probaban su culpa presente. La falta de respuesta a sus súplicas ante el consulado rumano llevó a Crulic a iniciar una huelga de hambre, que terminó a comienzos de 2008 de la peor manera: Crulic murió cuando la aguja con que –tarde– intentaban alimentarlo a la fuerza le perforó un pulmón. En ese trágico punto final de una historia demasiado cruel hasta para llamarla kafkiana arranca este documental soberbiamente animado (con dibujos a la acuarela, collages y stop-motion), en el que la voz imaginaria de Crulic relata desde el más allá la inexplicable pero, sobre todo, imperdonable combinación de arbitrariedad, desidia y maldad pura y dura que lo llevaron allí.","On July 11th, 2007, someone robbed a Polish judge’s wallet and spent 500 euros with his credit card. Two months later, police stopped Claudiu Crulic, a 33 year–old Romanian who travelled frequently to Poland to buy goods he would later resell back home. Crulic alleged (and proved) that he was in Italy on the day of the robbery; but the authorities chose to take a couple of prior arrests as proof he was guilty. Since the Romanian consulate never responded Crulic’s desperate requests, he started a hunger strike that ended in early 2008 with the worst possible outcome: Crulic died when his lung was punctured by the needle through which they tried to force feed him. This superbly animated documentary (with water-colors, collages, and stop-motion) kicks off at that tragic final point of a cruel story even for Kafkian standards, in which the imaginary voice of Crulic narrates from beyond the inexplicable and specially unforgiveable combination of arbitrariness, indolence, and pure evil that led him to that.","","73",NULL,3,5,NULL,482,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Intérpretes / Cast: Vlad Ivanov, Jam","Guión / Scriptwriter: Anca Damian
Edición / Editing: Catalin Cristutiu
Producción / Producer: Anca Damian
Compañía Productora / Production Company: Aparte Film
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","qKnjvY_MmII","https://www.tuentrada.com/bafici/online/searchresults.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=bafici20120098","crulic_-_drumul_spre_dincolo_1.jpg",NULL,NULL,NULL,NULL,NULL,"2012-03-13 14:38:11","2012-03-26 21:40:14",0,0,0,0,"",NULL
454,12,NULL,NULL,"La demora","La demora","The Delay","La demora",229,146,82,0,2012,"","A primera vista, el proceso de deterioro físico de Agustín parece sugerir que el título La demora es el más justo para definir el paso del tiempo. Pero su hija María también está en crisis, carga con una vida sin mucho disfrute. Lejos de la idea de familia disfuncional que el cine norteamericano convirtió en sistema férreo de clisés, Rodrigo Plá elige mostrar una familia a través del nexo afectivo. Construye su película exactamente en este punto de interacción, tanto entre estos dos personajes como entre dos tiempos: el vínculo con el pasado de él; el difícil futuro de ella. La precisión narrativa de Plá integra al espectador en esta historia simple donde no hay notas falsas. Y Carlos Vallarino y Roxana Blanco son los grandes artífices de esta despojada y melancólica cotidianeidad devenida espectáculo de lo doméstico. ","At first sight Agustín’s physical deterioration seems to suggest that the title The Delay is the most accurate one to define the passing of time. But his daughter María is also in crisis, as she carries a rather joyless life. Far from the notion of dysfunctional family American cinema has transformed into a tight system of clichés, Rodrigo Plá chooses to describe a family through their affectionate bond. He builds his film right at the point of interaction between both the characters and two different times: his connection with the past; her difficult future. Plá’s narrative accuracy gets audiences involved in this simple story with no false notes. And Carlos Vallarino and Roxana Blanco are the great architects of this stripped-down, melancholic everyday life that becomes a show of domestic elements.","","84",NULL,1,2,NULL,486,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Intérpretes / Cast: Roxana Blanco, Carlos Vallarino","Guión / Scriptwriter: Laura Santullo
Fotografía / Cinematography: María Secco 
Edición / Editing: Miguel Schverdfinger
Producción / Producer: Christian Valdelièvre, Sandino Saravia Vinay, Rodrigo Plá
Compañía Productora / Production Company: Lulú Producciones, Malbicho Cine
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","","https://www.tuentrada.com/bafici/online/searchresults.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=bafici20120212","la_demora_1.jpg",NULL,NULL,NULL,NULL,NULL,"2012-03-13 14:43:15","2012-03-27 19:11:47",0,0,0,0,"",NULL
